Date,open,high,low,close,volume,rsi,macd,macd_signal,atr,price_zscore,vix_close,volume_20d_ma,norm_rsi,norm_macd,norm_zscore,norm_vix,greed_index,fear_index
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,118944600,61.3986453456761,0.7447437913488386,0.6876539743686146,1.1803212181069203,1.907947987849921,20.040000915527344,127178835.0,0.6355428808416678,0.6816916055858656,0.8283500003323128,0.8518014920289362,0.7265857719260901,0.2734142280739099
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,111579900,62.650656429768155,0.8196263144293994,0.7140484423807716,1.1552984047460466,1.8729250334311203,19.350000381469727,119012440.0,0.6533448197837095,0.6837724727737771,0.8232618272383699,0.8611828722379735,0.734981362363508,0.265018637636492
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,116074400,62.99534900056715,0.8753363994976695,0.7463060338041512,1.1127769157351681,1.6859530451569993,19.15999984741211,118417470.0,0.6582458914891481,0.6853205681541851,0.7960983324434624,0.8637661561079623,0.7323353679367812,0.2676646320632188
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,131091100,65.07782165216945,0.9472994245402049,0.786504711951362,1.115435816459721,1.8678492400412594,19.059999465942383,116478840.0,0.6878558937194239,0.6873203070971793,0.8225244104274444,0.8651257805623078,0.7501364571051559,0.24986354289484414
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,126402800,66.67661724297156,1.0231984481420113,0.8338434591894919,1.104333192746359,1.9151428365680434,18.1299991607666,115045810.0,0.7105886489241471,0.6894294212310286,0.829395275817207,0.8777702439021671,0.7635544477597394,0.23644555224026065
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,106375700,67.35433869861906,1.0837669388456987,0.8838281551207333,1.089023635382222,1.7792507296106184,17.549999237060547,113463865.0,0.7202249501729476,0.6911125240398246,0.8096527220043054,0.8856560346181562,0.7653742362016364,0.23462576379836364
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,163333500,58.749465280255585,1.033514163156383,0.9137653567278632,1.119093528299954,0.8839210539539086,18.25,115387840.0,0.597875049965162,0.6897160786780561,0.6795782482346243,0.8761386893704164,0.6882366232426843,0.3117633767573157
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,161822000,63.281894431318655,1.0589455147177773,0.942801388325846,1.1513011116231158,1.4237086830697576,17.850000381469727,118121865.0,0.6623201878968821,0.6904227758195428,0.7579991849171128,0.8815771612551194,0.7309278995571079,0.2690721004428921
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,115718800,64.63324729202452,1.0915317576270098,0.9725474621860789,1.120493976557402,1.4583828271677894,17.6299991607666,117887365.0,0.6815346352936357,0.691328296104619,0.7630366824664456,0.8845683402412157,0.7404005178799103,0.25959948212008965
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,212283100,55.482420644007256,1.0017171255323092,0.978381394855325,1.1640303608699871,0.5096829480101193,17.90999984741211,120733610.0,0.5514220034431382,0.6888324891628693,0.6252085272047752,0.8807613969555839,0.6595292840419009,0.3404707159580991
