Date,open,high,low,close,volume,rsi,macd,macd_signal,atr,price_zscore,vix_close,volume_20d_ma,greed_index,greed_mean,signal
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,118944600,61.3986453456761,0.7447437913488386,0.6876539743686146,1.1803212181069203,1.907947987849921,20.040000915527344,127178835.0,0.7265857719260901,,0
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,111579900,62.650656429768155,0.8196263144293994,0.7140484423807716,1.1552984047460466,1.8729250334311203,19.350000381469727,119012440.0,0.734981362363508,,0
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,116074400,62.99534900056715,0.8753363994976695,0.7463060338041512,1.1127769157351681,1.6859530451569993,19.15999984741211,118417470.0,0.7323353679367812,,0
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,131091100,65.07782165216945,0.9472994245402049,0.786504711951362,1.115435816459721,1.8678492400412594,19.059999465942383,116478840.0,0.7501364571051559,,0
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,126402800,66.67661724297156,1.0231984481420113,0.8338434591894919,1.104333192746359,1.9151428365680434,18.1299991607666,115045810.0,0.7635544477597394,,0
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,106375700,67.35433869861906,1.0837669388456987,0.8838281551207333,1.089023635382222,1.7792507296106184,17.549999237060547,113463865.0,0.7653742362016364,,0
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,163333500,58.749465280255585,1.033514163156383,0.9137653567278632,1.119093528299954,0.8839210539539086,18.25,115387840.0,0.6882366232426843,,0
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,161822000,63.281894431318655,1.0589455147177773,0.942801388325846,1.1513011116231158,1.4237086830697576,17.850000381469727,118121865.0,0.7309278995571079,,0
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,115718800,64.63324729202452,1.0915317576270098,0.9725474621860789,1.120493976557402,1.4583828271677894,17.6299991607666,117887365.0,0.7404005178799103,,0
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,212283100,55.482420644007256,1.0017171255323092,0.978381394855325,1.1640303608699871,0.5096829480101193,17.90999984741211,120733610.0,0.6595292840419009,,0
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,139172700,61.88030288788997,1.033210163715495,0.9893471486273591,1.1908854004883698,1.3996419513852507,17.579999923706055,118522740.0,0.7228482680655749,,0
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,216490200,54.88165732576314,0.9527765344136299,0.9820330257846133,1.2543931720006403,0.46959798806014474,18.68000030517578,120617690.0,0.6525819320063998,,0
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,344859600,44.69246083243107,0.7041998319776184,0.9264663870232143,1.3583650228914985,-1.4343681875935927,22.270000457763672,131958690.0,0.5281655468369088,,0
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,345942400,36.41445709766873,0.30278862775152504,0.8017308351688764,1.4506247731048847,-2.7878844649539913,27.309999465942383,144670435.0,0.4258207071475052,,0
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,186937500,39.14446122740787,0.029514257288397516,0.6472875195927807,1.4327233305714442,-2.0736385544007643,25.40999984741211,148428155.0,0.46574858868820856,,0
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,211168800,37.71213623021713,-0.22162102268811168,0.4735058111366023,1.4325288287574682,-2.0022840472264365,24.549999237060547,157002720.0,0.4606183914313376,,0
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,271863600,40.36846524734482,-0.3743720149213914,0.30393024592500356,1.4552053409890777,-1.5287418284615824,23.139999389648438,166220475.0,0.49247071354344685,,0
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,316104000,36.32601033263104,-0.5902953614140216,0.12508512445719855,1.518404697910617,-1.8629427277733748,23.729999542236328,177997050.0,0.4569643728134392,,0
