Date,open,high,low,close,volume,rsi,macd,macd_signal,atr,price_zscore,vix_close,volume_20d_ma,norm_rsi,norm_macd,norm_zscore,norm_vix,greed_index
2000-01-03,148.25,148.25,143.875,145.4375,8164300,60.29386284010988,1.8395327223899471,1.7442539106328105,1.9882355525558375,0.8080498194966812,24.209999084472656,5298485.0,0.6198343372367296,0.7121140629307013,0.6346749699161135,0.795105393456643,0.6763126201553835
2000-01-04,143.53125,144.0625,139.640625,139.75,8089800,39.92236625129383,1.2764753230435701,1.6506981931149625,2.2602812273732775,-1.5219773627948745,27.010000228881836,5546030.0,0.33017864405642045,0.6964675860358175,0.24633710620085425,0.757036038398363,0.4720396037495752
2000-01-05,139.9375,141.53125,137.25,140.0,12177900,40.86811297991614,0.8407297785636842,1.488704510204707,2.404636139703758,-1.3362723507198648,26.40999984741211,5619215.0,0.3436259096050154,0.6843589047509829,0.2772879415466892,0.7651937591917573,0.48281848493989205
2000-01-06,139.625,141.5,137.75,137.75,6227200,35.458031098971986,0.31026555108158504,1.2530167183800827,2.500733558296347,-1.9816579193888924,25.729999542236328,5700005.0,0.26670171257535646,0.6696181406859054,0.16972368010185127,0.7744391743620921,0.4294368840601123
2000-01-07,140.3125,145.75,140.0625,145.75,8066500,57.16868198776284,0.5293005232698818,1.1082734793580427,2.8935383041323224,0.8330402171486452,21.719999313354492,5779595.0,0.575398405779569,0.6757047770314966,0.6388400361914409,0.8289599101131836,0.6588603069790518
2000-01-10,146.25,146.90625,145.03125,146.25,5741700,58.11695541103302,0.7347632448046397,1.0335714324473622,2.820785568122871,0.9201036921130994,21.709999084472656,5810315.0,0.5888815975786725,0.68141426194189,0.6533506153521832,0.8290958751518861,0.668324789520661
2000-01-11,145.8125,146.09375,143.5,144.5,7503700,53.64065770836213,0.7477638016218577,0.9764099062822613,2.8157294561140946,0.25961807498359774,22.5,5974960.0,0.5252345744797222,0.6817755269072335,0.543269679163933,0.8183548704885031,0.6187738451038228
2000-01-12,144.59375,144.59375,142.875,143.0625,6907700,50.21898455422535,0.6347555335826769,0.9080790317423445,2.7373737806773737,-0.30332565087510555,22.84000015258789,6033395.0,0.4765829152863539,0.6786352054109553,0.4494457248541491,0.8137321629033356,0.5789957847482297
2000-01-13,144.46875,145.75,143.28125,145.0,5158300,54.43759665174014,0.693541015505474,0.8651714284949704,2.733811367771847,0.3510848420963975,21.709999084472656,5947355.0,0.5365659904638218,0.6802687612184581,0.5585141403493996,0.8290958751518861,0.6282021515294776
2000-01-14,146.53125,147.46875,145.96875,146.96875,7437300,58.30421689853637,0.8887456977468844,0.8698862823453533,2.7148784129310006,0.9849552048491509,19.65999984741211,6026475.0,0.5915442078455361,0.6856931913991269,0.6641592008081918,0.8569680597689137,0.677981773533461
2000-01-18,145.34375,146.625,145.1875,145.8125,6488500,55.334164501213856,0.9393192157679664,0.883772869029876,2.648190669150215,0.5011974627798452,21.5,6112130.0,0.5493139975034745,0.6870985496843185,0.5835329104633075,0.8319510631666003,0.6402421036642351
2000-01-19,145.3125,147.0,145.0,147.0,6157900,57.71649328568824,1.0629671946646226,0.9196117341568253,2.6018913356394853,0.8512921722987672,21.719999313354492,6189590.0,0.5831875566915202,0.6905345319609948,0.6418820287164612,0.8289599101131836,0.6655503168347361
