Date,open,high,low,close,volume,rsi,macd,macd_signal,atr,price_zscore,vix_close,volume_20d_ma,norm_rsi,norm_macd,norm_zscore,norm_vix,greed_index,fear_index,p_pullback,signal
2010-01-04,0.4627499878406524,0.465499997138977,0.4527499973773956,0.4622499942779541,800204000,74.0688229201465,0.029851723583797,0.0272082905492505,0.0140848378152176,1.2109100216202442,20.040000915527344,772380400.0,0.7609636725477589,0.3922837576694806,0.6433553699188196,0.8518014920289362,0.6935661863461284,0.3064338136538715,,
2010-01-05,0.4605000019073486,0.4740000069141388,0.4605000019073486,0.4690000116825104,728648000,75.6189060420887,0.0297747456320761,0.0277215815658156,0.014043064043187,1.3243737630875392,19.350000381469727,767584600.0,0.7823172524127958,0.3922789568279209,0.6586946810027788,0.8611828722379735,0.7077650588812152,0.2922349411187848,,
2010-01-06,0.46875,0.4729999899864197,0.4642499983310699,0.4720000028610229,649168000,76.29706977856921,0.0296144374661125,0.028100152745875,0.0136649874440558,1.27050617913559,19.15999984741211,663433800.0,0.7916594762610009,0.3922689589767401,0.651412252123784,0.8637661561079623,0.7102210194925271,0.2897789805074728,,0.0
2010-01-07,0.4695000052452087,0.4715000092983246,0.4592500030994415,0.4627499878406524,547792000,69.84602286357602,0.0284134604972384,0.0281628142961477,0.0135996311810219,0.9006436087372421,19.059999465942383,637047800.0,0.7027913739234902,0.3921940583069319,0.6014100491972363,0.8651257805623078,0.6626019709678188,0.3373980290321812,,0.0
2010-01-08,0.4589999914169311,0.4670000076293945,0.4562500119209289,0.4637500047683716,478168000,70.13996527098223,0.0272284974361182,0.0279759509241418,0.013396085790125,0.8455549899780658,18.1299991607666,627376800.0,0.706840655270677,0.3921201563676972,0.5939625470313025,0.8777702439021671,0.6648995084948459,0.3351004915051541,,0.0
2010-01-11,0.4662500023841858,0.4682500064373016,0.4507499933242798,0.4572499990463257,556612000,65.6596625140595,0.0254712923313609,0.0274750192055856,0.0136892234560462,0.5581119993577831,17.549999237060547,634356800.0,0.6451210601178552,0.39201056572379,0.5551027545107201,0.8856560346181562,0.6321854774274575,0.3678145225725425,,0.0
2010-01-12,0.4505000114440918,0.4522500038146972,0.4322499930858612,0.4417499899864197,627432000,56.40679879498191,0.0225678255883094,0.0264935804821304,0.0144971364920761,-0.120320614314744,18.25,644891200.0,0.5176557896373511,0.3918294868109909,0.46338456528085,0.8761386893704164,0.5566452639473971,0.4433547360526029,,0.0
2010-01-13,0.4447500109672546,0.4492500126361847,0.4275000095367431,0.4477500021457672,508868000,58.8256498928023,0.0205144799580226,0.0252977603773088,0.0150151983926022,0.0145369910091483,17.850000381469727,650060200.0,0.5509773124433173,0.3917014269338723,0.4816161407017719,0.8815771612551194,0.5755312089820969,0.4244687910179031,,0.0
2010-01-14,0.4422500133514404,0.445499986410141,0.4332500100135803,0.4407500028610229,608524000,54.9919340886152,0.0181135456328551,0.0238609174284181,0.0149783979454297,-0.5739160541928995,17.6299991607666,658178800.0,0.4981649468057949,0.3915516891838727,0.4020624066019747,0.8845683402412157,0.5353594494675724,0.4646405505324276,,0.0
2010-01-15,0.4375,0.4412499964237213,0.421999990940094,0.4277499914169311,818192000,48.65071406070689,0.0149890116089604,0.0220865362645266,0.0152835127695866,-1.439986525724807,17.90999984741211,614918400.0,0.4108097937879031,0.3913568230896064,0.2849772108234763,0.8807613969555839,0.4707480106667057,0.5292519893332943,,0.0
